# File: ./example_outputs/basins235/Ref_veg_carbon_Mg_per_ha.csv,,,,,,,,,,,
# Author: moirai,,,,,,,,,,,
# Description: ref veg soil and veg carbon density (Mg/ha) for hyde land cells in country X glu X land type,,,,,,,,,,,
# Original source: soil c for sage pot veg; veg c for sage pot veg; reference veg; country raster; new glu raster; hyde land area,,,,,,,,,,,
# ----------,,,,,,,,,,,
iso,glu_code,land_type,land_cover,GCAM_GLU_name,c_type,weighted_average,median_value,min_value,max_value,q1_value,q3_value
mex,91,406,TemperateNeedleleafEvergreenForest/Woodland,MexBaja,veg_c (below ground biomass),1,0,0,28,0,2
chn,137,201,TropicalDeciduousForest/Woodland,IrrawaddyR,clay content (0-30 cms),22,29,9,39,19,32
mex,91,407,TemperateNeedleleafEvergreenForest/Woodland,MexBaja,veg_c (above ground biomass),1,1,0,49,0,3
chn,137,202,TropicalDeciduousForest/Woodland,IrrawaddyR,clay content (0-30 cms),29,29,9,39,19,32
chn,137,203,TropicalDeciduousForest/Woodland,IrrawaddyR,clay content (0-30 cms),16,29,9,39,19,32
chn,137,205,TropicalDeciduousForest/Woodland,IrrawaddyR,clay content (0-30 cms),15,29,9,39,19,32
chn,137,206,TropicalDeciduousForest/Woodland,IrrawaddyR,clay content (0-30 cms),15,29,9,39,19,32
chn,137,207,TropicalDeciduousForest/Woodland,IrrawaddyR,clay content (0-30 cms),15,29,9,39,19,32
cri,135,1101,DenseShrubland,CntAmer,clay content (0-30 cms),28,29,28,32,28,32
mex,91,1101,DenseShrubland,MexBaja,veg_c (above ground biomass),1,0,0,32,0,2
mex,91,1101,DenseShrubland,MexBaja,veg_c (below ground biomass),1,0,0,46,0,2
cri,135,1102,DenseShrubland,CntAmer,clay content (0-30 cms),28,29,28,32,28,32
mex,91,1102,DenseShrubland,MexBaja,veg_c (above ground biomass),1,0,0,32,0,2
mex,91,1102,DenseShrubland,MexBaja,veg_c (below ground biomass),1,0,0,47,0,2
cri,135,1105,DenseShrubland,CntAmer,clay content (0-30 cms),28,29,28,32,28,32
mex,91,1103,DenseShrubland,MexBaja,veg_c (above ground biomass),1,0,0,36,0,2
mex,91,1103,DenseShrubland,MexBaja,veg_c (below ground biomass),1,0,0,42,0,2
dza,144,1101,DenseShrubland,AfrIntN,clay content (0-30 cms),29,29,13,37,23,32
mex,91,1104,DenseShrubland,MexBaja,veg_c (above ground biomass),1,0,0,39,0,2
mex,91,1104,DenseShrubland,MexBaja,veg_c (below ground biomass),1,0,0,40,0,2
dza,144,1102,DenseShrubland,AfrIntN,clay content (0-30 cms),30,29,13,37,23,32
eri,100,1101,DenseShrubland,AfrCstNE,clay content (0-30 cms),29,29,17,36,19,32
mex,91,1106,DenseShrubland,MexBaja,veg_c (above ground biomass),1,0,0,35,0,2
mex,91,1106,DenseShrubland,MexBaja,veg_c (below ground biomass),1,0,0,44,0,2
eri,100,1102,DenseShrubland,AfrCstNE,clay content (0-30 cms),25,29,17,36,19,32
eri,100,1107,DenseShrubland,AfrCstNE,clay content (0-30 cms),32,29,17,36,19,32
esp,61,1101,DenseShrubland,FranceCstS,clay content (0-30 cms),28,29,18,34,25,32
esp,61,1102,DenseShrubland,FranceCstS,clay content (0-30 cms),29,29,18,34,25,32
mex,91,1203,OpenShrubland,MexBaja,veg_c (above ground biomass),1,0,0,38,0,0
mex,91,1203,OpenShrubland,MexBaja,veg_c (below ground biomass),1,0,0,33,0,0
esp,61,1103,DenseShrubland,FranceCstS,clay content (0-30 cms),29,29,18,34,25,32
esp,61,1105,DenseShrubland,FranceCstS,clay content (0-30 cms),29,29,18,34,25,32
esp,61,1106,DenseShrubland,FranceCstS,clay content (0-30 cms),29,29,18,34,25,32
esp,61,1107,DenseShrubland,FranceCstS,clay content (0-30 cms),28,29,18,34,25,32
esp,63,1,Unknown,MeditIsl,clay content (0-30 cms),16,29,0,38,0,32
esp,63,2,Unknown,MeditIsl,clay content (0-30 cms),18,29,0,38,0,32
esp,63,3,Unknown,MeditIsl,clay content (0-30 cms),32,29,0,38,0,32
esp,63,5,Unknown,MeditIsl,clay content (0-30 cms),27,29,0,38,0,32
esp,63,6,Unknown,MeditIsl,clay content (0-30 cms),34,29,0,38,0,32
esp,63,7,Unknown,MeditIsl,clay content (0-30 cms),28,29,0,38,0,32
esp,63,901,Savanna,MeditIsl,clay content (0-30 cms),31,29,26,38,26,32
esp,63,902,Savanna,MeditIsl,clay content (0-30 cms),31,29,26,38,26,32
esp,63,903,Savanna,MeditIsl,clay content (0-30 cms),32,29,26,38,26,32
esp,63,905,Savanna,MeditIsl,clay content (0-30 cms),32,29,26,38,26,32
esp,63,906,Savanna,MeditIsl,clay content (0-30 cms),28,29,26,38,26,32
esp,63,907,Savanna,MeditIsl,clay content (0-30 cms),32,29,26,38,26,32
esp,67,201,TropicalDeciduousForest/Woodland,SpainCstSE,clay content (0-30 cms),29,29,20,40,26,32
esp,67,202,TropicalDeciduousForest/Woodland,SpainCstSE,clay content (0-30 cms),28,29,20,40,26,32
esp,67,203,TropicalDeciduousForest/Woodland,SpainCstSE,clay content (0-30 cms),30,29,20,40,26,32
esp,67,204,TropicalDeciduousForest/Woodland,SpainCstSE,clay content (0-30 cms),30,29,20,40,26,32
mex,96,205,TropicalDeciduousForest/Woodland,MexCstNW,veg_c (above ground biomass),2,1,1,71,0,3
mex,96,205,TropicalDeciduousForest/Woodland,MexCstNW,veg_c (below ground biomass),1,1,0,38,0,2
esp,67,205,TropicalDeciduousForest/Woodland,SpainCstSE,clay content (0-30 cms),30,29,20,40,26,32
mex,96,206,TropicalDeciduousForest/Woodland,MexCstNW,veg_c (above ground biomass),1,1,1,67,0,3
mex,96,206,TropicalDeciduousForest/Woodland,MexCstNW,veg_c (below ground biomass),1,1,0,42,0,2
esp,67,206,TropicalDeciduousForest/Woodland,SpainCstSE,clay content (0-30 cms),31,29,20,40,26,32
mex,96,207,TropicalDeciduousForest/Woodland,MexCstNW,veg_c (above ground biomass),1,1,1,71,0,3
mex,96,207,TropicalDeciduousForest/Woodland,MexCstNW,veg_c (below ground biomass),1,1,0,38,0,2
esp,67,207,TropicalDeciduousForest/Woodland,SpainCstSE,clay content (0-30 cms),30,29,20,40,26,32
esp,67,1001,Grassland/Steppe,SpainCstSE,clay content (0-30 cms),29,29,13,42,25,32
esp,67,1002,Grassland/Steppe,SpainCstSE,clay content (0-30 cms),28,29,13,42,25,32
esp,67,1003,Grassland/Steppe,SpainCstSE,clay content (0-30 cms),27,29,13,42,25,32
esp,67,1004,Grassland/Steppe,SpainCstSE,clay content (0-30 cms),27,29,13,42,25,32
esp,67,1005,Grassland/Steppe,SpainCstSE,clay content (0-30 cms),28,29,13,42,25,32
esp,67,1006,Grassland/Steppe,SpainCstSE,clay content (0-30 cms),23,29,13,42,25,32
mex,96,701,BorealDeciduousForest/Woodland,MexCstNW,veg_c (above ground biomass),2,3,0,69,2,4
mex,96,701,BorealDeciduousForest/Woodland,MexCstNW,veg_c (below ground biomass),1,1,0,33,1,2
esp,67,1007,Grassland/Steppe,SpainCstSE,clay content (0-30 cms),29,29,13,42,25,32
mex,96,702,BorealDeciduousForest/Woodland,MexCstNW,veg_c (above ground biomass),3,3,0,69,2,4
mex,96,702,BorealDeciduousForest/Woodland,MexCstNW,veg_c (below ground biomass),1,1,0,33,1,2
esp,67,1101,DenseShrubland,SpainCstSE,clay content (0-30 cms),29,29,10,43,27,32
mex,96,705,BorealDeciduousForest/Woodland,MexCstNW,veg_c (above ground biomass),2,3,0,69,2,4
mex,96,705,BorealDeciduousForest/Woodland,MexCstNW,veg_c (below ground biomass),1,1,0,33,1,2
esp,67,1102,DenseShrubland,SpainCstSE,clay content (0-30 cms),30,29,10,43,27,32
esp,67,1103,DenseShrubland,SpainCstSE,clay content (0-30 cms),28,29,10,43,27,32
esp,67,1104,DenseShrubland,SpainCstSE,clay content (0-30 cms),28,29,10,43,27,32
esp,67,1105,DenseShrubland,SpainCstSE,clay content (0-30 cms),29,29,10,43,27,32
esp,67,1106,DenseShrubland,SpainCstSE,clay content (0-30 cms),25,29,10,43,27,32
esp,67,1107,DenseShrubland,SpainCstSE,clay content (0-30 cms),28,29,10,43,27,32
esp,73,1001,Grassland/Steppe,EbroR,clay content (0-30 cms),21,29,6,41,24,32
esp,73,1002,Grassland/Steppe,EbroR,clay content (0-30 cms),28,29,6,41,24,32
esp,73,1003,Grassland/Steppe,EbroR,clay content (0-30 cms),25,29,6,41,24,32
esp,73,1004,Grassland/Steppe,EbroR,clay content (0-30 cms),26,29,6,41,24,32
esp,73,1005,Grassland/Steppe,EbroR,clay content (0-30 cms),27,29,6,41,24,32
esp,73,1006,Grassland/Steppe,EbroR,clay content (0-30 cms),15,29,6,41,24,32
esp,73,1007,Grassland/Steppe,EbroR,clay content (0-30 cms),20,29,6,41,24,32
fra,61,801,Evergreen/DeciduousMixedForest/Woodland,FranceCstS,clay content (0-30 cms),30,29,23,33,28,32
fra,61,802,Evergreen/DeciduousMixedForest/Woodland,FranceCstS,clay content (0-30 cms),31,29,23,33,28,32
fra,61,805,Evergreen/DeciduousMixedForest/Woodland,FranceCstS,clay content (0-30 cms),30,29,23,33,28,32
mex,96,1105,DenseShrubland,MexCstNW,veg_c (above ground biomass),1,0,0,44,0,1
mex,96,1105,DenseShrubland,MexCstNW,veg_c (below ground biomass),1,0,0,40,0,1
grc,55,501,TemperateDeciduousForest/Woodland,AdrBlkSea,clay content (0-30 cms),28,29,14,40,26,32
mex,96,1107,DenseShrubland,MexCstNW,veg_c (above ground biomass),1,0,0,40,0,1
mex,96,1107,DenseShrubland,MexCstNW,veg_c (below ground biomass),1,0,0,44,0,1
grc,55,502,TemperateDeciduousForest/Woodland,AdrBlkSea,clay content (0-30 cms),28,29,14,40,26,32
grc,55,503,TemperateDeciduousForest/Woodland,AdrBlkSea,clay content (0-30 cms),24,29,14,40,26,32
grc,55,505,TemperateDeciduousForest/Woodland,AdrBlkSea,clay content (0-30 cms),27,29,14,40,26,32
grc,55,506,TemperateDeciduousForest/Woodland,AdrBlkSea,clay content (0-30 cms),26,29,14,40,26,32
grc,55,507,TemperateDeciduousForest/Woodland,AdrBlkSea,clay content (0-30 cms),26,29,14,40,26,32
ind,110,701,BorealDeciduousForest/Woodland,GangesR,clay content (0-30 cms),20,29,10,38,24,32
ind,110,702,BorealDeciduousForest/Woodland,GangesR,clay content (0-30 cms),28,29,10,38,24,32
ind,110,703,BorealDeciduousForest/Woodland,GangesR,clay content (0-30 cms),25,29,10,38,24,32
mex,105,101,TropicalEvergreenForest/Woodland,MexGulf,veg_c (above ground biomass),2,2,0,75,1,3
mex,105,101,TropicalEvergreenForest/Woodland,MexGulf,veg_c (below ground biomass),1,1,0,28,0,1
ind,110,705,BorealDeciduousForest/Woodland,GangesR,clay content (0-30 cms),29,29,10,38,24,32
mex,105,102,TropicalEvergreenForest/Woodland,MexGulf,veg_c (above ground biomass),2,2,0,77,1,3
mex,105,102,TropicalEvergreenForest/Woodland,MexGulf,veg_c (below ground biomass),1,1,0,26,0,1
ind,110,706,BorealDeciduousForest/Woodland,GangesR,clay content (0-30 cms),26,29,10,38,24,32
mex,105,105,TropicalEvergreenForest/Woodland,MexGulf,veg_c (above ground biomass),2,2,0,69,1,3
mex,105,105,TropicalEvergreenForest/Woodland,MexGulf,veg_c (below ground biomass),1,1,0,35,1,1
ind,110,707,BorealDeciduousForest/Woodland,GangesR,clay content (0-30 cms),30,29,10,38,24,32
mex,105,107,TropicalEvergreenForest/Woodland,MexGulf,veg_c (above ground biomass),2,2,0,68,1,3
mex,105,107,TropicalEvergreenForest/Woodland,MexGulf,veg_c (below ground biomass),1,1,0,35,1,1
ita,63,1,Unknown,MeditIsl,clay content (0-30 cms),21,29,0,40,0,32
mex,105,201,TropicalDeciduousForest/Woodland,MexGulf,veg_c (above ground biomass),3,4,0,73,3,4
mex,105,201,TropicalDeciduousForest/Woodland,MexGulf,veg_c (below ground biomass),1,1,0,26,1,2
ita,63,2,Unknown,MeditIsl,clay content (0-30 cms),25,29,0,40,0,32
mex,105,202,TropicalDeciduousForest/Woodland,MexGulf,veg_c (above ground biomass),3,4,0,73,3,4
mex,105,202,TropicalDeciduousForest/Woodland,MexGulf,veg_c (below ground biomass),1,1,0,27,1,2
ita,63,3,Unknown,MeditIsl,clay content (0-30 cms),16,29,0,40,0,32
mex,105,205,TropicalDeciduousForest/Woodland,MexGulf,veg_c (above ground biomass),3,4,0,71,3,4
mex,105,205,TropicalDeciduousForest/Woodland,MexGulf,veg_c (below ground biomass),1,1,0,28,1,2
ita,63,5,Unknown,MeditIsl,clay content (0-30 cms),15,29,0,40,0,32
ita,63,6,Unknown,MeditIsl,clay content (0-30 cms),27,29,0,40,0,32
ita,63,7,Unknown,MeditIsl,clay content (0-30 cms),25,29,0,40,0,32
kaz,76,1201,OpenShrubland,SyrDaryaR,clay content (0-30 cms),29,29,0,46,26,32
kaz,76,1202,OpenShrubland,SyrDaryaR,clay content (0-30 cms),31,29,0,46,26,32
kaz,76,1203,OpenShrubland,SyrDaryaR,clay content (0-30 cms),31,29,0,46,26,32
kaz,76,1205,OpenShrubland,SyrDaryaR,clay content (0-30 cms),31,29,0,46,26,32
kaz,76,1206,OpenShrubland,SyrDaryaR,clay content (0-30 cms),29,29,0,46,26,32
mex,105,701,BorealDeciduousForest/Woodland,MexGulf,veg_c (above ground biomass),2,1,0,37,0,3
mex,105,701,BorealDeciduousForest/Woodland,MexGulf,veg_c (below ground biomass),2,1,0,38,0,3
kaz,76,1207,OpenShrubland,SyrDaryaR,clay content (0-30 cms),28,29,0,46,26,32
mex,105,702,BorealDeciduousForest/Woodland,MexGulf,veg_c (above ground biomass),2,1,0,41,0,3
mex,105,702,BorealDeciduousForest/Woodland,MexGulf,veg_c (below ground biomass),2,1,0,34,0,3
lso,194,1101,DenseShrubland,OrangeR,clay content (0-30 cms),28,29,24,37,27,32
mex,105,705,BorealDeciduousForest/Woodland,MexGulf,veg_c (above ground biomass),2,2,0,49,0,4
mex,105,705,BorealDeciduousForest/Woodland,MexGulf,veg_c (below ground biomass),1,1,0,27,0,2
lso,194,1102,DenseShrubland,OrangeR,clay content (0-30 cms),29,29,24,37,27,32
mex,105,707,BorealDeciduousForest/Woodland,MexGulf,veg_c (above ground biomass),2,2,0,49,0,4
mex,105,707,BorealDeciduousForest/Woodland,MexGulf,veg_c (below ground biomass),1,1,0,27,0,2
lso,194,1105,DenseShrubland,OrangeR,clay content (0-30 cms),30,29,24,37,27,32
mex,105,901,Savanna,MexGulf,veg_c (above ground biomass),2,1,0,74,0,4
mex,105,901,Savanna,MexGulf,veg_c (below ground biomass),1,0,0,21,0,1
npl,110,301,TemperateBroadleafEvergreenForest/Woodland,GangesR,clay content (0-30 cms),26,29,10,38,26,32
npl,110,302,TemperateBroadleafEvergreenForest/Woodland,GangesR,clay content (0-30 cms),29,29,10,38,26,32
mex,105,903,Savanna,MexGulf,veg_c (above ground biomass),1,1,0,67,0,4
npl,110,303,TemperateBroadleafEvergreenForest/Woodland,GangesR,clay content (0-30 cms),26,29,10,38,26,32
npl,110,305,TemperateBroadleafEvergreenForest/Woodland,GangesR,clay content (0-30 cms),22,29,10,38,26,32
mex,105,905,Savanna,MexGulf,veg_c (above ground biomass),2,1,0,66,0,4
mex,105,905,Savanna,MexGulf,veg_c (below ground biomass),1,0,0,28,0,2
npl,110,306,TemperateBroadleafEvergreenForest/Woodland,GangesR,clay content (0-30 cms),17,29,10,38,26,32
mex,105,906,Savanna,MexGulf,veg_c (above ground biomass),1,1,0,67,0,4
npl,110,307,TemperateBroadleafEvergreenForest/Woodland,GangesR,clay content (0-30 cms),13,29,10,38,26,32
mex,105,907,Savanna,MexGulf,veg_c (above ground biomass),3,1,0,69,0,4
mex,105,907,Savanna,MexGulf,veg_c (below ground biomass),1,0,0,26,0,1
npl,110,901,Savanna,GangesR,clay content (0-30 cms),27,29,15,36,26,32
mex,105,1001,Grassland/Steppe,MexGulf,veg_c (above ground biomass),2,1,0,78,0,3
mex,105,1001,Grassland/Steppe,MexGulf,veg_c (below ground biomass),1,0,0,27,0,1
npl,110,902,Savanna,GangesR,clay content (0-30 cms),30,29,15,36,26,32
mex,105,1002,Grassland/Steppe,MexGulf,veg_c (above ground biomass),1,1,0,73,0,2
npl,110,903,Savanna,GangesR,clay content (0-30 cms),28,29,15,36,26,32
mex,105,1005,Grassland/Steppe,MexGulf,veg_c (above ground biomass),1,0,0,63,0,2
mex,105,1005,Grassland/Steppe,MexGulf,veg_c (below ground biomass),1,0,0,42,0,1
npl,110,905,Savanna,GangesR,clay content (0-30 cms),29,29,15,36,26,32
mex,105,1007,Grassland/Steppe,MexGulf,veg_c (above ground biomass),1,0,0,58,0,2
mex,105,1007,Grassland/Steppe,MexGulf,veg_c (below ground biomass),1,0,0,46,0,2
npl,110,907,Savanna,GangesR,clay content (0-30 cms),28,29,15,36,26,32
mex,105,1101,DenseShrubland,MexGulf,veg_c (above ground biomass),1,0,0,27,0,2
mex,105,1101,DenseShrubland,MexGulf,veg_c (below ground biomass),1,1,0,58,1,4
png,178,1,Unknown,SepikR,clay content (0-30 cms),29,29,0,37,26,32
png,178,2,Unknown,SepikR,clay content (0-30 cms),28,29,0,37,26,32
rus,76,1001,Grassland/Steppe,SyrDaryaR,clay content (0-30 cms),30,29,0,36,27,32
rus,76,1002,Grassland/Steppe,SyrDaryaR,clay content (0-30 cms),29,29,0,36,27,32
mex,105,1105,DenseShrubland,MexGulf,veg_c (below ground biomass),1,1,0,57,1,4
rus,76,1003,Grassland/Steppe,SyrDaryaR,clay content (0-30 cms),31,29,0,36,27,32
mex,105,1106,DenseShrubland,MexGulf,veg_c (above ground biomass),1,0,0,29,0,2
mex,105,1106,DenseShrubland,MexGulf,veg_c (below ground biomass),2,1,0,55,1,4
rus,76,1005,Grassland/Steppe,SyrDaryaR,clay content (0-30 cms),28,29,0,36,27,32
mex,105,1107,DenseShrubland,MexGulf,veg_c (below ground biomass),1,1,0,52,0,3
rus,76,1006,Grassland/Steppe,SyrDaryaR,clay content (0-30 cms),31,29,0,36,27,32
rus,76,1007,Grassland/Steppe,SyrDaryaR,clay content (0-30 cms),28,29,0,36,27,32
rwa,183,1102,DenseShrubland,CongoR,clay content (0-30 cms),29,29,28,32,28,32
mex,105,1203,OpenShrubland,MexGulf,veg_c (below ground biomass),1,0,0,38,0,0
rwa,183,1103,DenseShrubland,CongoR,clay content (0-30 cms),29,29,28,32,28,32
rwa,183,1105,DenseShrubland,CongoR,clay content (0-30 cms),29,29,28,32,28,32
rwa,183,1106,DenseShrubland,CongoR,clay content (0-30 cms),29,29,28,32,28,32
scg,54,501,TemperateDeciduousForest/Woodland,DanubeR,clay content (0-30 cms),25,29,11,40,24,32
scg,54,502,TemperateDeciduousForest/Woodland,DanubeR,clay content (0-30 cms),28,29,11,40,24,32
scg,54,503,TemperateDeciduousForest/Woodland,DanubeR,clay content (0-30 cms),26,29,11,40,24,32
scg,54,504,TemperateDeciduousForest/Woodland,DanubeR,clay content (0-30 cms),23,29,11,40,24,32
scg,54,505,TemperateDeciduousForest/Woodland,DanubeR,clay content (0-30 cms),26,29,11,40,24,32
scg,54,506,TemperateDeciduousForest/Woodland,DanubeR,clay content (0-30 cms),25,29,11,40,24,32
scg,54,507,TemperateDeciduousForest/Woodland,DanubeR,clay content (0-30 cms),26,29,11,40,24,32
scg,54,1001,Grassland/Steppe,DanubeR,clay content (0-30 cms),25,29,11,43,25,32
scg,54,1002,Grassland/Steppe,DanubeR,clay content (0-30 cms),28,29,11,43,25,32
scg,54,1003,Grassland/Steppe,DanubeR,clay content (0-30 cms),24,29,11,43,25,32
scg,54,1004,Grassland/Steppe,DanubeR,clay content (0-30 cms),27,29,11,43,25,32
mex,111,201,TropicalDeciduousForest/Woodland,YucatanP,veg_c (above ground biomass),3,2,0,68,0,4
mex,111,201,TropicalDeciduousForest/Woodland,YucatanP,veg_c (below ground biomass),1,1,0,18,0,1
scg,54,1005,Grassland/Steppe,DanubeR,clay content (0-30 cms),28,29,11,43,25,32
mex,111,202,TropicalDeciduousForest/Woodland,YucatanP,veg_c (above ground biomass),3,2,0,67,0,4
mex,111,202,TropicalDeciduousForest/Woodland,YucatanP,veg_c (below ground biomass),1,1,0,20,0,1
scg,54,1006,Grassland/Steppe,DanubeR,clay content (0-30 cms),19,29,11,43,25,32
mex,111,203,TropicalDeciduousForest/Woodland,YucatanP,veg_c (above ground biomass),2,2,0,64,0,4
mex,111,203,TropicalDeciduousForest/Woodland,YucatanP,veg_c (below ground biomass),1,1,0,23,0,1
scg,54,1007,Grassland/Steppe,DanubeR,clay content (0-30 cms),28,29,11,43,25,32
mex,111,204,TropicalDeciduousForest/Woodland,YucatanP,veg_c (above ground biomass),2,2,0,64,0,4
mex,111,204,TropicalDeciduousForest/Woodland,YucatanP,veg_c (below ground biomass),1,1,0,23,0,1
tur,75,1,Unknown,MeditE,clay content (0-30 cms),28,29,0,36,26,32
tur,75,2,Unknown,MeditE,clay content (0-30 cms),26,29,0,36,26,32
tur,75,3,Unknown,MeditE,clay content (0-30 cms),32,29,0,36,26,32
tur,75,5,Unknown,MeditE,clay content (0-30 cms),30,29,0,36,26,32
tur,75,7,Unknown,MeditE,clay content (0-30 cms),29,29,0,36,26,32
tur,75,501,TemperateDeciduousForest/Woodland,MeditE,clay content (0-30 cms),28,29,0,44,26,32
tur,75,502,TemperateDeciduousForest/Woodland,MeditE,clay content (0-30 cms),29,29,0,44,26,32
tur,75,505,TemperateDeciduousForest/Woodland,MeditE,clay content (0-30 cms),34,29,0,44,26,32
tur,75,507,TemperateDeciduousForest/Woodland,MeditE,clay content (0-30 cms),33,29,0,44,26,32
ukr,39,1201,OpenShrubland,DnieperR,clay content (0-30 cms),30,29,23,36,24,32
ukr,39,1202,OpenShrubland,DnieperR,clay content (0-30 cms),29,29,23,36,24,32
mex,111,1103,DenseShrubland,YucatanP,veg_c (above ground biomass),2,0,0,66,0,3
mex,111,1103,DenseShrubland,YucatanP,veg_c (below ground biomass),1,0,0,22,0,1
usa,221,401,TemperateNeedleleafEvergreenForest/Woodland,UsaColoRS,clay content (0-30 cms),27,29,14,45,25,32
mex,111,1104,DenseShrubland,YucatanP,veg_c (above ground biomass),2,0,0,67,0,3
mex,111,1104,DenseShrubland,YucatanP,veg_c (below ground biomass),1,0,0,20,0,1
usa,221,402,TemperateNeedleleafEvergreenForest/Woodland,UsaColoRS,clay content (0-30 cms),30,29,14,45,25,32
mex,111,1105,DenseShrubland,YucatanP,veg_c (above ground biomass),2,0,0,66,0,3
mex,111,1105,DenseShrubland,YucatanP,veg_c (below ground biomass),1,0,0,21,0,1
usa,221,403,TemperateNeedleleafEvergreenForest/Woodland,UsaColoRS,clay content (0-30 cms),28,29,14,45,25,32
mex,111,1106,DenseShrubland,YucatanP,veg_c (above ground biomass),1,0,0,63,0,3
mex,111,1106,DenseShrubland,YucatanP,veg_c (below ground biomass),1,0,0,25,0,1
usa,221,404,TemperateNeedleleafEvergreenForest/Woodland,UsaColoRS,clay content (0-30 cms),26,29,14,45,25,32
mex,111,1107,DenseShrubland,YucatanP,veg_c (above ground biomass),2,0,0,67,0,3
mex,111,1107,DenseShrubland,YucatanP,veg_c (below ground biomass),1,0,0,20,0,1
usa,221,405,TemperateNeedleleafEvergreenForest/Woodland,UsaColoRS,clay content (0-30 cms),27,29,14,45,25,32
usa,221,406,TemperateNeedleleafEvergreenForest/Woodland,UsaColoRS,clay content (0-30 cms),27,29,14,45,25,32
usa,221,407,TemperateNeedleleafEvergreenForest/Woodland,UsaColoRS,clay content (0-30 cms),26,29,14,45,25,32
uzb,45,1401,Desert,CaspianNE,clay content (0-30 cms),29,29,23,38,26,32
mex,114,201,TropicalDeciduousForest/Woodland,MexInt,veg_c (above ground biomass),1,2,0,65,0,3
uzb,76,1001,Grassland/Steppe,SyrDaryaR,clay content (0-30 cms),25,29,0,38,24,32
mex,114,202,TropicalDeciduousForest/Woodland,MexInt,veg_c (above ground biomass),1,3,0,67,0,3
mex,114,202,TropicalDeciduousForest/Woodland,MexInt,veg_c (below ground biomass),1,1,0,30,0,1
uzb,76,1002,Grassland/Steppe,SyrDaryaR,clay content (0-30 cms),29,29,0,38,24,32
uzb,76,1003,Grassland/Steppe,SyrDaryaR,clay content (0-30 cms),21,29,0,38,24,32
uzb,76,1005,Grassland/Steppe,SyrDaryaR,clay content (0-30 cms),22,29,0,38,24,32
mex,114,401,TemperateNeedleleafEvergreenForest/Woodland,MexInt,veg_c (above ground biomass),2,2,0,70,1,3
mex,114,401,TemperateNeedleleafEvergreenForest/Woodland,MexInt,veg_c (below ground biomass),1,1,0,35,1,1
uzb,76,1006,Grassland/Steppe,SyrDaryaR,clay content (0-30 cms),21,29,0,38,24,32
uzb,76,1007,Grassland/Steppe,SyrDaryaR,clay content (0-30 cms),19,29,0,38,24,32
mex,114,405,TemperateNeedleleafEvergreenForest/Woodland,MexInt,veg_c (above ground biomass),2,2,0,73,1,3
mex,114,405,TemperateNeedleleafEvergreenForest/Woodland,MexInt,veg_c (below ground biomass),1,1,0,32,1,1
vnm,109,1,Unknown,Hong,clay content (0-30 cms),29,29,22,36,27,32
mex,114,407,TemperateNeedleleafEvergreenForest/Woodland,MexInt,veg_c (above ground biomass),2,2,0,71,1,3
mex,114,407,TemperateNeedleleafEvergreenForest/Woodland,MexInt,veg_c (below ground biomass),1,1,0,35,1,1
vnm,109,2,Unknown,Hong,clay content (0-30 cms),29,29,22,36,27,32
mex,114,701,BorealDeciduousForest/Woodland,MexInt,veg_c (above ground biomass),1,1,0,2,0,0
vnm,109,3,Unknown,Hong,clay content (0-30 cms),28,29,22,36,27,32
vnm,109,5,Unknown,Hong,clay content (0-30 cms),28,29,22,36,27,32
vnm,109,6,Unknown,Hong,clay content (0-30 cms),28,29,22,36,27,32
vnm,109,7,Unknown,Hong,clay content (0-30 cms),30,29,22,36,27,32
aus,202,101,TropicalEvergreenForest/Woodland,AusCstS,clay content (0-30 cms),27,30,23,38,26,32
aus,202,102,TropicalEvergreenForest/Woodland,AusCstS,clay content (0-30 cms),28,30,23,38,26,32
aus,202,103,TropicalEvergreenForest/Woodland,AusCstS,clay content (0-30 cms),26,30,23,38,26,32
mex,114,1003,Grassland/Steppe,MexInt,veg_c (above ground biomass),1,0,0,39,0,1
mex,114,1003,Grassland/Steppe,MexInt,veg_c (below ground biomass),1,0,0,25,0,1
aus,202,104,TropicalEvergreenForest/Woodland,AusCstS,clay content (0-30 cms),27,30,23,38,26,32
mex,114,1005,Grassland/Steppe,MexInt,veg_c (above ground biomass),1,0,0,38,0,1
aus,202,105,TropicalEvergreenForest/Woodland,AusCstS,clay content (0-30 cms),31,30,23,38,26,32
mex,114,1006,Grassland/Steppe,MexInt,veg_c (above ground biomass),1,0,0,39,0,1
mex,114,1006,Grassland/Steppe,MexInt,veg_c (below ground biomass),1,0,0,25,0,1
aus,202,106,TropicalEvergreenForest/Woodland,AusCstS,clay content (0-30 cms),27,30,23,38,26,32
mex,114,1007,Grassland/Steppe,MexInt,veg_c (above ground biomass),1,0,0,39,0,1
mex,114,1007,Grassland/Steppe,MexInt,veg_c (below ground biomass),1,0,0,25,0,1
aus,202,107,TropicalEvergreenForest/Woodland,AusCstS,clay content (0-30 cms),29,30,23,38,26,32
mex,114,1101,DenseShrubland,MexInt,veg_c (above ground biomass),1,0,0,26,0,0
mex,114,1101,DenseShrubland,MexInt,veg_c (below ground biomass),1,0,0,46,0,1
aze,72,901,Savanna,CaspianSW,clay content (0-30 cms),24,30,18,38,18,32
mex,114,1102,DenseShrubland,MexInt,veg_c (below ground biomass),1,0,0,43,0,1
aze,72,902,Savanna,CaspianSW,clay content (0-30 cms),27,30,18,38,18,32
