iso,glu_code,land_type,c_type,weighted_average,median_value,min_value,max_value,q1_value,q3_value
nor,12,601,clay content (0-30 cms),8,7,2,18,5,10
nor,12,602,clay content (0-30 cms),7,7,2,18,5,10
nor,12,603,clay content (0-30 cms),7,7,2,18,5,10
nor,12,604,clay content (0-30 cms),6,7,2,18,5,10
nor,12,605,clay content (0-30 cms),9,7,2,18,5,10
arg,169,202,veg_c (above ground biomass),4,4,0,171,0,10
arg,169,202,veg_c (below ground biomass),2,2,0,73,0,4
nor,12,606,clay content (0-30 cms),7,7,2,18,5,10
arg,169,203,veg_c (above ground biomass),6,4,0,164,0,9
arg,169,203,veg_c (below ground biomass),3,2,0,79,0,4
nor,12,607,clay content (0-30 cms),9,7,2,18,5,10
arg,169,204,veg_c (above ground biomass),6,4,0,169,0,9
arg,169,204,veg_c (below ground biomass),3,2,0,75,0,4
nor,12,701,clay content (0-30 cms),8,7,4,11,5,10
arg,169,205,veg_c (above ground biomass),5,4,0,172,0,10
arg,169,205,veg_c (below ground biomass),2,2,0,72,0,4
nor,12,702,clay content (0-30 cms),7,7,4,11,5,10
arg,169,206,veg_c (above ground biomass),6,4,0,167,0,9
arg,169,206,veg_c (below ground biomass),3,2,0,76,0,4
nor,12,703,clay content (0-30 cms),6,7,4,11,5,10
arg,169,207,veg_c (above ground biomass),6,4,0,171,0,10
arg,169,207,veg_c (below ground biomass),2,2,0,73,0,4
nor,12,705,clay content (0-30 cms),8,7,4,11,5,10
arg,169,701,veg_c (above ground biomass),6,6,0,126,0,9
arg,169,701,veg_c (below ground biomass),2,2,0,47,0,3
nor,12,706,clay content (0-30 cms),7,7,4,11,5,10
arg,169,702,veg_c (above ground biomass),4,5,0,125,0,9
arg,169,702,veg_c (below ground biomass),1,2,0,48,0,4
nor,12,707,clay content (0-30 cms),8,7,4,11,5,10
arg,169,703,veg_c (above ground biomass),5,6,0,143,0,11
arg,169,703,veg_c (below ground biomass),1,1,0,30,0,2
rus,8,601,clay content (0-30 cms),8,7,0,29,5,10
arg,169,704,veg_c (above ground biomass),6,7,0,150,0,11
arg,169,704,veg_c (below ground biomass),1,1,0,23,0,2
rus,8,602,clay content (0-30 cms),9,7,0,29,5,10
arg,169,705,veg_c (above ground biomass),4,6,0,130,0,10
arg,169,705,veg_c (below ground biomass),1,2,0,43,0,3
rus,8,603,clay content (0-30 cms),10,7,0,29,5,10
arg,169,706,veg_c (above ground biomass),6,6,0,142,0,10
arg,169,706,veg_c (below ground biomass),1,1,0,31,0,2
rus,8,604,clay content (0-30 cms),10,7,0,29,5,10
arg,169,707,veg_c (above ground biomass),5,6,0,132,0,10
arg,169,707,veg_c (below ground biomass),2,2,0,41,0,3
rus,8,605,clay content (0-30 cms),9,7,0,29,5,10
arg,169,901,veg_c (above ground biomass),6,6,0,159,1,12
arg,169,901,veg_c (below ground biomass),2,2,0,59,0,4
rus,8,606,clay content (0-30 cms),9,7,0,29,5,10
arg,169,902,veg_c (above ground biomass),6,6,0,156,1,12
arg,169,902,veg_c (below ground biomass),2,2,0,61,0,5
rus,8,607,clay content (0-30 cms),8,7,0,29,5,10
arg,169,903,veg_c (above ground biomass),5,6,0,149,0,11
arg,169,903,veg_c (below ground biomass),2,3,0,69,0,5
swe,8,1301,clay content (0-30 cms),8,7,3,14,5,10
arg,169,904,veg_c (above ground biomass),5,6,0,146,0,11
arg,169,904,veg_c (below ground biomass),2,3,0,71,0,5
swe,8,1302,clay content (0-30 cms),7,7,3,14,5,10
arg,169,905,veg_c (above ground biomass),7,6,0,162,1,12
arg,169,905,veg_c (below ground biomass),2,2,0,56,0,4
swe,8,1303,clay content (0-30 cms),7,7,3,14,5,10
arg,169,906,veg_c (above ground biomass),5,5,0,141,0,11
arg,169,906,veg_c (below ground biomass),3,3,0,77,0,6
swe,8,1305,clay content (0-30 cms),7,7,3,14,5,10
arg,169,907,veg_c (above ground biomass),7,6,0,161,1,12
arg,169,907,veg_c (below ground biomass),3,2,0,56,0,4
swe,8,1306,clay content (0-30 cms),7,7,3,14,5,10
swe,8,1307,clay content (0-30 cms),7,7,3,14,5,10
arg,169,1002,veg_c (above ground biomass),1,0,0,149,0,4
swe,12,1001,clay content (0-30 cms),8,7,0,35,5,10
arg,169,1003,veg_c (above ground biomass),5,0,0,141,0,3
arg,169,1003,veg_c (below ground biomass),2,0,0,52,0,1
swe,12,1002,clay content (0-30 cms),8,7,0,35,5,10
arg,169,1004,veg_c (above ground biomass),7,0,0,142,0,3
arg,169,1004,veg_c (below ground biomass),3,0,0,51,0,1
swe,12,1003,clay content (0-30 cms),7,7,0,35,5,10
arg,169,1005,veg_c (above ground biomass),1,4,2,1296,1,31
swe,12,1004,clay content (0-30 cms),9,7,0,35,5,10
arg,169,1006,veg_c (above ground biomass),4,0,0,143,0,3
arg,169,1006,veg_c (below ground biomass),1,0,0,50,0,1
swe,12,1005,clay content (0-30 cms),12,7,0,35,5,10
swe,12,1006,clay content (0-30 cms),7,7,0,35,5,10
swe,12,1007,clay content (0-30 cms),10,7,0,35,5,10
can,7,1401,clay content (0-30 cms),8,8,0,10,6,10
can,7,1402,clay content (0-30 cms),8,8,0,10,6,10
isl,11,1301,clay content (0-30 cms),8,8,0,21,6,10
arg,169,1201,veg_c (above ground biomass),3,2,0,96,0,9
arg,169,1201,veg_c (below ground biomass),1,1,0,39,0,4
isl,11,1302,clay content (0-30 cms),8,8,0,21,6,10
arg,169,1202,veg_c (above ground biomass),2,2,0,99,0,9
arg,169,1202,veg_c (below ground biomass),1,1,0,37,0,3
isl,11,1303,clay content (0-30 cms),8,8,0,21,6,10
arg,169,1205,veg_c (above ground biomass),6,2,0,99,0,9
arg,169,1205,veg_c (below ground biomass),2,1,0,36,0,3
isl,11,1305,clay content (0-30 cms),9,8,0,21,6,10
arg,169,1206,veg_c (above ground biomass),7,2,0,100,0,9
arg,169,1206,veg_c (below ground biomass),2,1,0,36,0,3
isl,11,1306,clay content (0-30 cms),6,8,0,21,6,10
arg,169,1207,veg_c (above ground biomass),6,2,0,99,0,9
arg,169,1207,veg_c (below ground biomass),2,1,0,36,0,3
isl,11,1307,clay content (0-30 cms),9,8,0,21,6,10
nor,8,601,clay content (0-30 cms),8,8,0,23,6,10
nor,8,602,clay content (0-30 cms),8,8,0,23,6,10
arg,169,1303,veg_c (above ground biomass),2,1,0,133,0,7
arg,169,1303,veg_c (below ground biomass),1,0,0,47,0,3
nor,8,603,clay content (0-30 cms),8,8,0,23,6,10
arg,169,1305,veg_c (above ground biomass),6,1,0,135,0,7
arg,169,1305,veg_c (below ground biomass),2,0,0,45,0,3
nor,8,604,clay content (0-30 cms),10,8,0,23,6,10
arg,169,1306,veg_c (above ground biomass),2,1,0,131,0,7
arg,169,1306,veg_c (below ground biomass),1,0,0,49,0,3
nor,8,605,clay content (0-30 cms),7,8,0,23,6,10
arg,169,1307,veg_c (above ground biomass),4,1,0,132,0,7
arg,169,1307,veg_c (below ground biomass),2,0,0,48,0,3
nor,8,606,clay content (0-30 cms),8,8,0,23,6,10
nor,8,607,clay content (0-30 cms),8,8,0,23,6,10
arg,169,1402,veg_c (above ground biomass),2,0,0,176,0,1
nor,8,1001,clay content (0-30 cms),8,8,0,24,5,10
arg,169,1403,veg_c (above ground biomass),3,0,0,181,0,1
arg,169,1403,veg_c (below ground biomass),1,0,0,41,0,0
nor,8,1002,clay content (0-30 cms),8,8,0,24,5,10
arg,169,1404,veg_c (above ground biomass),3,0,0,180,0,1
arg,169,1404,veg_c (below ground biomass),1,0,0,42,0,0
nor,8,1003,clay content (0-30 cms),8,8,0,24,5,10
arg,169,1405,veg_c (above ground biomass),2,0,0,171,0,1
arg,169,1405,veg_c (below ground biomass),1,0,0,52,0,0
nor,8,1004,clay content (0-30 cms),9,8,0,24,5,10
arg,169,1406,veg_c (above ground biomass),2,0,0,168,0,1
arg,169,1406,veg_c (below ground biomass),1,0,0,54,0,0
nor,8,1005,clay content (0-30 cms),7,8,0,24,5,10
arg,169,1407,veg_c (above ground biomass),2,0,0,177,0,1
nor,8,1006,clay content (0-30 cms),9,8,0,24,5,10
nor,8,1007,clay content (0-30 cms),8,8,0,24,5,10
nor,8,1201,clay content (0-30 cms),8,8,3,20,6,10
nor,8,1202,clay content (0-30 cms),7,8,3,20,6,10
nor,8,1203,clay content (0-30 cms),6,8,3,20,6,10
nor,8,1205,clay content (0-30 cms),8,8,3,20,6,10
nor,8,1206,clay content (0-30 cms),9,8,3,20,6,10
nor,8,1207,clay content (0-30 cms),12,8,3,20,6,10
rus,8,801,clay content (0-30 cms),9,8,6,17,6,10
rus,8,802,clay content (0-30 cms),9,8,6,17,6,10
rus,8,1001,clay content (0-30 cms),8,8,0,22,6,10
rus,8,1002,clay content (0-30 cms),8,8,0,22,6,10
rus,8,1003,clay content (0-30 cms),7,8,0,22,6,10
rus,8,1004,clay content (0-30 cms),7,8,0,22,6,10
rus,8,1005,clay content (0-30 cms),9,8,0,22,6,10
rus,8,1006,clay content (0-30 cms),8,8,0,22,6,10
rus,8,1007,clay content (0-30 cms),8,8,0,22,6,10
blr,25,502,clay content (0-30 cms),10,9,7,13,7,10
blr,25,505,clay content (0-30 cms),10,9,7,13,7,10
blr,25,507,clay content (0-30 cms),10,9,7,13,7,10
per,207,1401,clay content (0-30 cms),8,10,2,12,2,10
ner,149,1401,clay content (0-30 cms),5,3,0,41,1,11
ner,149,1402,clay content (0-30 cms),9,3,0,41,1,11
arg,203,101,veg_c (above ground biomass),5,5,1,70,4,7
arg,203,101,veg_c (below ground biomass),2,1,0,21,1,2
ner,149,1405,clay content (0-30 cms),15,3,0,41,1,11
arg,203,102,veg_c (above ground biomass),5,5,1,69,4,7
arg,203,102,veg_c (below ground biomass),2,2,0,23,1,2
ner,149,1406,clay content (0-30 cms),7,3,0,41,1,11
arg,203,103,veg_c (above ground biomass),5,5,1,71,4,7
arg,203,103,veg_c (below ground biomass),2,1,0,21,1,2
ner,149,1407,clay content (0-30 cms),9,3,0,41,1,11
arg,203,104,veg_c (above ground biomass),6,5,1,72,4,7
arg,203,104,veg_c (below ground biomass),2,1,0,19,1,2
usa,226,901,clay content (0-30 cms),8,6,3,25,4,11
arg,203,105,veg_c (above ground biomass),6,5,1,72,4,7
arg,203,105,veg_c (below ground biomass),2,1,0,19,1,2
usa,226,902,clay content (0-30 cms),8,6,3,25,4,11
arg,203,106,veg_c (above ground biomass),5,5,1,69,4,7
arg,203,106,veg_c (below ground biomass),2,1,0,22,1,2
usa,226,903,clay content (0-30 cms),13,6,3,25,4,11
arg,203,107,veg_c (above ground biomass),6,5,1,72,4,7
arg,203,107,veg_c (below ground biomass),2,1,0,20,1,2
usa,226,904,clay content (0-30 cms),6,6,3,25,4,11
arg,203,201,veg_c (above ground biomass),3,3,0,67,2,5
arg,203,201,veg_c (below ground biomass),2,1,0,31,1,2
usa,226,905,clay content (0-30 cms),12,6,3,25,4,11
arg,203,202,veg_c (above ground biomass),3,3,0,69,2,5
arg,203,202,veg_c (below ground biomass),1,1,0,30,1,2
usa,226,906,clay content (0-30 cms),20,6,3,25,4,11
arg,203,203,veg_c (above ground biomass),4,3,0,69,2,5
arg,203,203,veg_c (below ground biomass),2,1,0,29,1,2
usa,226,907,clay content (0-30 cms),12,6,3,25,4,11
arg,203,204,veg_c (above ground biomass),3,2,0,64,2,5
arg,203,204,veg_c (below ground biomass),2,1,0,34,1,2
fin,13,701,clay content (0-30 cms),8,7,0,23,5,11
arg,203,205,veg_c (above ground biomass),4,3,0,68,2,5
arg,203,205,veg_c (below ground biomass),2,1,0,31,1,2
fin,13,702,clay content (0-30 cms),8,7,0,23,5,11
arg,203,206,veg_c (above ground biomass),3,3,0,74,2,5
arg,203,206,veg_c (below ground biomass),1,1,0,24,1,2
fin,13,703,clay content (0-30 cms),8,7,0,23,5,11
arg,203,207,veg_c (above ground biomass),1,2,0,59,2,4
arg,203,207,veg_c (below ground biomass),1,2,0,39,1,3
fin,13,704,clay content (0-30 cms),7,7,0,23,5,11
arg,203,901,veg_c (above ground biomass),2,3,1,40,1,7
arg,203,901,veg_c (below ground biomass),1,1,0,20,0,3
fin,13,705,clay content (0-30 cms),10,7,0,23,5,11
arg,203,902,veg_c (above ground biomass),2,2,0,27,1,5
arg,203,902,veg_c (below ground biomass),3,2,0,32,1,5
fin,13,706,clay content (0-30 cms),7,7,0,23,5,11
arg,203,903,veg_c (above ground biomass),2,3,1,41,1,7
arg,203,903,veg_c (below ground biomass),1,1,0,19,0,3
fin,13,707,clay content (0-30 cms),12,7,0,23,5,11
arg,203,904,veg_c (above ground biomass),3,3,1,41,1,7
arg,203,904,veg_c (below ground biomass),1,1,0,18,0,3
mrt,144,1401,clay content (0-30 cms),8,7,0,40,4,11
arg,203,905,veg_c (above ground biomass),1,2,1,38,1,6
arg,203,905,veg_c (below ground biomass),1,1,0,21,0,4
mrt,144,1402,clay content (0-30 cms),20,7,0,40,4,11
arg,203,906,veg_c (above ground biomass),3,3,1,41,1,7
arg,203,906,veg_c (below ground biomass),1,1,0,19,0,3
rus,8,701,clay content (0-30 cms),9,7,2,17,6,11
arg,203,907,veg_c (above ground biomass),1,2,1,38,1,6
arg,203,907,veg_c (below ground biomass),1,1,0,22,0,4
rus,8,702,clay content (0-30 cms),7,7,2,17,6,11
arg,203,1001,veg_c (above ground biomass),2,0,0,55,1,3
arg,203,1001,veg_c (below ground biomass),1,0,0,43,0,3
rus,8,703,clay content (0-30 cms),11,7,2,17,6,11
arg,203,1002,veg_c (above ground biomass),1,0,0,44,0,3
arg,203,1002,veg_c (below ground biomass),1,0,0,54,0,3
rus,8,705,clay content (0-30 cms),5,7,2,17,6,11
arg,203,1003,veg_c (above ground biomass),1,0,0,55,1,3
arg,203,1003,veg_c (below ground biomass),1,0,0,43,0,3
rus,8,706,clay content (0-30 cms),10,7,2,17,6,11
arg,203,1005,veg_c (above ground biomass),1,0,0,35,0,2
arg,203,1005,veg_c (below ground biomass),1,0,1,62,1,4
rus,8,707,clay content (0-30 cms),6,7,2,17,6,11
arg,203,1006,veg_c (above ground biomass),1,0,0,55,1,3
swe,8,1001,clay content (0-30 cms),8,7,4,13,5,11
arg,203,1007,veg_c (below ground biomass),1,0,1,64,1,4
swe,8,1002,clay content (0-30 cms),7,7,4,13,5,11
arg,203,1101,veg_c (below ground biomass),1,2,0,71,1,4
swe,8,1003,clay content (0-30 cms),8,7,4,13,5,11
swe,8,1005,clay content (0-30 cms),7,7,4,13,5,11
arg,203,1103,veg_c (above ground biomass),1,1,0,50,0,3
arg,203,1103,veg_c (below ground biomass),1,1,0,46,0,3
swe,8,1006,clay content (0-30 cms),8,7,4,13,5,11
arg,203,1104,veg_c (above ground biomass),2,1,0,51,0,3
arg,203,1104,veg_c (below ground biomass),2,1,0,45,0,3
swe,8,1007,clay content (0-30 cms),7,7,4,13,5,11
arg,203,1105,veg_c (below ground biomass),1,2,0,63,1,4
usa,7,1401,clay content (0-30 cms),7,7,0,18,3,11
arg,203,1106,veg_c (above ground biomass),1,1,0,43,0,2
arg,203,1106,veg_c (below ground biomass),1,2,0,53,0,3
usa,7,1402,clay content (0-30 cms),8,7,0,18,3,11
arg,203,1107,veg_c (below ground biomass),1,2,0,67,1,4
usa,7,1403,clay content (0-30 cms),8,7,0,18,3,11
arg,203,1201,veg_c (above ground biomass),1,0,0,56,1,1
arg,203,1201,veg_c (below ground biomass),1,0,0,38,1,1
usa,7,1405,clay content (0-30 cms),8,7,0,18,3,11
arg,203,1202,veg_c (above ground biomass),1,0,0,48,1,1
arg,203,1202,veg_c (below ground biomass),1,0,0,46,1,1
usa,7,1406,clay content (0-30 cms),7,7,0,18,3,11
arg,203,1203,veg_c (above ground biomass),1,0,0,54,1,1
arg,203,1203,veg_c (below ground biomass),1,0,0,41,1,1
usa,7,1407,clay content (0-30 cms),8,7,0,18,3,11
arg,203,1205,veg_c (above ground biomass),1,0,0,60,1,1
arg,203,1205,veg_c (below ground biomass),1,0,0,34,0,1
blr,30,501,clay content (0-30 cms),10,8,3,17,6,11
arg,203,1206,veg_c (above ground biomass),1,0,0,54,1,1
arg,203,1206,veg_c (below ground biomass),1,0,0,40,1,1
blr,30,502,clay content (0-30 cms),9,8,3,17,6,11
arg,203,1207,veg_c (above ground biomass),1,0,0,61,1,1
arg,203,1207,veg_c (below ground biomass),1,0,0,34,0,1
blr,30,503,clay content (0-30 cms),8,8,3,17,6,11
blr,30,504,clay content (0-30 cms),7,8,3,17,6,11
blr,30,505,clay content (0-30 cms),8,8,3,17,6,11
blr,30,507,clay content (0-30 cms),11,8,3,17,6,11
can,27,1301,clay content (0-30 cms),8,8,0,21,5,11
can,27,1302,clay content (0-30 cms),9,8,0,21,5,11
can,27,1303,clay content (0-30 cms),8,8,0,21,5,11
can,27,1304,clay content (0-30 cms),7,8,0,21,5,11
can,27,1305,clay content (0-30 cms),9,8,0,21,5,11
can,27,1306,clay content (0-30 cms),8,8,0,21,5,11
can,27,1307,clay content (0-30 cms),9,8,0,21,5,11
arg,205,101,veg_c (above ground biomass),2,2,0,20,1,3
arg,205,101,veg_c (below ground biomass),4,3,1,38,2,5
fin,17,601,clay content (0-30 cms),9,8,5,18,6,11
arg,205,102,veg_c (above ground biomass),2,2,0,27,2,4
arg,205,102,veg_c (below ground biomass),3,3,1,32,2,4
fin,17,602,clay content (0-30 cms),9,8,5,18,6,11
arg,205,201,veg_c (above ground biomass),1,1,0,40,0,2
arg,205,201,veg_c (below ground biomass),1,1,0,49,0,2
fin,17,605,clay content (0-30 cms),9,8,5,18,6,11
arg,205,202,veg_c (above ground biomass),2,2,0,52,0,2
arg,205,202,veg_c (below ground biomass),1,1,0,37,0,2
isl,11,1,clay content (0-30 cms),8,8,0,26,0,11
arg,205,205,veg_c (above ground biomass),1,2,0,55,0,3
arg,205,205,veg_c (below ground biomass),1,1,0,33,0,2
isl,11,2,clay content (0-30 cms),8,8,0,26,0,11
arg,205,207,veg_c (above ground biomass),2,2,0,58,0,3
arg,205,207,veg_c (below ground biomass),1,1,0,30,0,1
isl,11,3,clay content (0-30 cms),10,8,0,26,0,11
isl,11,5,clay content (0-30 cms),8,8,0,26,0,11
isl,11,6,clay content (0-30 cms),9,8,0,26,0,11
isl,11,7,clay content (0-30 cms),8,8,0,26,0,11
isl,11,801,clay content (0-30 cms),9,8,0,15,7,11
isl,11,802,clay content (0-30 cms),9,8,0,15,7,11
isl,11,803,clay content (0-30 cms),12,8,0,15,7,11
isl,11,805,clay content (0-30 cms),11,8,0,15,7,11
isl,11,806,clay content (0-30 cms),10,8,0,15,7,11
arg,205,1105,veg_c (above ground biomass),1,0,0,40,0,2
arg,205,1105,veg_c (below ground biomass),1,0,0,49,0,2
isl,11,807,clay content (0-30 cms),10,8,0,15,7,11
arg,205,1107,veg_c (above ground biomass),1,0,0,31,0,1
arg,205,1107,veg_c (below ground biomass),2,1,0,58,0,2
isl,11,1001,clay content (0-30 cms),8,8,0,18,6,11
isl,11,1002,clay content (0-30 cms),9,8,0,18,6,11
isl,11,1003,clay content (0-30 cms),8,8,0,18,6,11
isl,11,1005,clay content (0-30 cms),10,8,0,18,6,11
arg,205,1205,veg_c (below ground biomass),1,0,0,53,0,0
isl,11,1006,clay content (0-30 cms),9,8,0,18,6,11
isl,11,1007,clay content (0-30 cms),9,8,0,18,6,11
arg,205,1207,veg_c (above ground biomass),1,0,0,41,0,0
arg,205,1207,veg_c (below ground biomass),1,0,0,49,0,0
rus,8,1201,clay content (0-30 cms),8,8,1,20,6,11
rus,8,1202,clay content (0-30 cms),8,8,1,20,6,11
rus,8,1203,clay content (0-30 cms),8,8,1,20,6,11
rus,8,1204,clay content (0-30 cms),7,8,1,20,6,11
rus,8,1205,clay content (0-30 cms),8,8,1,20,6,11
rus,8,1206,clay content (0-30 cms),9,8,1,20,6,11
rus,8,1207,clay content (0-30 cms),8,8,1,20,6,11
aut,57,1301,clay content (0-30 cms),10,9,7,12,9,11
aut,57,1302,clay content (0-30 cms),10,9,7,12,9,11
can,19,1201,clay content (0-30 cms),10,9,0,27,7,11
can,19,1202,clay content (0-30 cms),10,9,0,27,7,11
can,19,1203,clay content (0-30 cms),9,9,0,27,7,11
can,19,1204,clay content (0-30 cms),11,9,0,27,7,11
can,19,1206,clay content (0-30 cms),8,9,0,27,7,11
arg,206,101,veg_c (above ground biomass),2,4,1,141,1,7
arg,206,101,veg_c (below ground biomass),1,1,0,40,0,2
can,19,1207,clay content (0-30 cms),8,9,0,27,7,11
can,40,1201,clay content (0-30 cms),9,9,3,17,6,11
can,40,1202,clay content (0-30 cms),12,9,3,17,6,11
arg,206,104,veg_c (above ground biomass),6,4,1,131,1,6
arg,206,104,veg_c (below ground biomass),2,2,0,50,0,2
can,40,1205,clay content (0-30 cms),13,9,3,17,6,11
arg,206,105,veg_c (above ground biomass),3,4,1,129,1,6
arg,206,105,veg_c (below ground biomass),1,2,0,51,0,2
can,40,1207,clay content (0-30 cms),9,9,3,17,6,11
arg,206,106,veg_c (above ground biomass),2,12,2,387,3,19
fin,12,1301,clay content (0-30 cms),9,9,6,14,8,11
arg,206,107,veg_c (above ground biomass),3,4,1,131,1,6
arg,206,107,veg_c (below ground biomass),1,2,0,50,0,2
fin,12,1306,clay content (0-30 cms),10,9,6,14,8,11
fin,12,1307,clay content (0-30 cms),9,9,6,14,8,11
isl,11,701,clay content (0-30 cms),8,9,4,15,5,11
isl,11,702,clay content (0-30 cms),9,9,4,15,5,11
isl,11,703,clay content (0-30 cms),9,9,4,15,5,11
isl,11,705,clay content (0-30 cms),10,9,4,15,5,11
isl,11,706,clay content (0-30 cms),9,9,4,15,5,11
isl,11,707,clay content (0-30 cms),9,9,4,15,5,11
arg,206,701,veg_c (above ground biomass),2,2,0,49,1,4
arg,206,701,veg_c (below ground biomass),1,1,0,28,1,2
pol,29,701,clay content (0-30 cms),10,9,6,16,7,11
arg,206,702,veg_c (above ground biomass),2,2,0,50,1,4
arg,206,702,veg_c (below ground biomass),1,1,0,27,1,2
pol,29,702,clay content (0-30 cms),10,9,6,16,7,11
arg,206,901,veg_c (above ground biomass),1,1,0,100,1,1
arg,206,901,veg_c (below ground biomass),1,0,0,75,0,1
pol,29,705,clay content (0-30 cms),11,9,6,16,7,11
arg,206,902,veg_c (above ground biomass),1,1,1,124,1,1
pol,29,707,clay content (0-30 cms),9,9,6,16,7,11
arg,206,903,veg_c (above ground biomass),2,1,1,123,1,1
arg,206,903,veg_c (below ground biomass),1,0,0,52,0,0
rus,8,1301,clay content (0-30 cms),9,9,3,18,7,11
arg,206,904,veg_c (below ground biomass),1,1,1,117,1,1
rus,8,1302,clay content (0-30 cms),9,9,3,18,7,11
arg,206,905,veg_c (above ground biomass),1,0,0,81,0,1
arg,206,905,veg_c (below ground biomass),1,0,0,93,1,1
rus,8,1303,clay content (0-30 cms),9,9,3,18,7,11
arg,206,906,veg_c (above ground biomass),4,1,1,124,1,1
arg,206,906,veg_c (below ground biomass),2,0,0,51,0,0
rus,8,1305,clay content (0-30 cms),10,9,3,18,7,11
arg,206,907,veg_c (above ground biomass),2,1,1,114,1,1
arg,206,907,veg_c (below ground biomass),1,0,0,60,0,1
rus,8,1306,clay content (0-30 cms),10,9,3,18,7,11
rus,8,1307,clay content (0-30 cms),9,9,3,18,7,11
aut,57,701,clay content (0-30 cms),10,10,8,12,8,11
arg,206,1003,veg_c (above ground biomass),1,0,1,109,1,1
arg,206,1003,veg_c (below ground biomass),1,0,0,65,0,1
aut,57,702,clay content (0-30 cms),10,10,8,12,8,11
arg,206,1004,veg_c (above ground biomass),2,0,1,112,1,1
arg,206,1004,veg_c (below ground biomass),1,0,0,62,0,1
aut,57,705,clay content (0-30 cms),10,10,8,12,8,11
arg,206,1005,veg_c (above ground biomass),1,0,1,106,1,1
arg,206,1005,veg_c (below ground biomass),1,0,0,68,0,1
aut,57,707,clay content (0-30 cms),10,10,8,12,8,11
fin,8,1301,clay content (0-30 cms),8,10,3,14,7,11
fin,8,1303,clay content (0-30 cms),8,10,3,14,7,11
fin,8,1305,clay content (0-30 cms),8,10,3,14,7,11
fin,8,1306,clay content (0-30 cms),10,10,3,14,7,11
arg,206,1103,veg_c (above ground biomass),2,2,0,39,0,3
arg,206,1103,veg_c (below ground biomass),3,2,1,55,1,5
fin,8,1307,clay content (0-30 cms),10,10,3,14,7,11
arg,206,1104,veg_c (above ground biomass),3,2,1,49,0,4
arg,206,1104,veg_c (below ground biomass),3,2,0,45,0,4
che,62,1201,clay content (0-30 cms),10,11,9,12,9,11
arg,206,1105,veg_c (above ground biomass),3,2,0,46,0,4
arg,206,1105,veg_c (below ground biomass),3,2,1,48,0,4
che,62,1202,clay content (0-30 cms),10,11,9,12,9,11
arg,206,1106,veg_c (above ground biomass),1,1,0,36,0,3
arg,206,1106,veg_c (below ground biomass),1,2,1,58,1,5
che,62,1205,clay content (0-30 cms),10,11,9,12,9,11
arg,206,1107,veg_c (above ground biomass),1,2,1,54,1,5
arg,206,1107,veg_c (below ground biomass),1,2,0,40,0,3
che,62,1207,clay content (0-30 cms),10,11,9,12,9,11
arg,206,1201,veg_c (below ground biomass),1,0,0,51,0,1
rus,4,402,clay content (0-30 cms),11,11,11,12,11,11
arg,206,1202,veg_c (above ground biomass),1,0,0,56,0,1
arg,206,1202,veg_c (below ground biomass),1,0,0,39,0,1
rus,4,405,clay content (0-30 cms),11,11,11,12,11,11
arg,206,1203,veg_c (above ground biomass),1,0,0,52,0,1
arg,206,1203,veg_c (below ground biomass),1,0,0,43,0,1
sau,94,1401,clay content (0-30 cms),3,4,0,38,1,12
sau,94,1402,clay content (0-30 cms),3,4,0,38,1,12
sau,94,1403,clay content (0-30 cms),8,4,0,38,1,12
arg,206,1207,veg_c (below ground biomass),1,0,0,51,0,1
sau,94,1405,clay content (0-30 cms),4,4,0,38,1,12
sau,94,1406,clay content (0-30 cms),13,4,0,38,1,12
sau,94,1407,clay content (0-30 cms),9,4,0,38,1,12
arg,206,1303,veg_c (above ground biomass),5,0,1,77,0,0
