iso,glu_code,land_type,c_type,weighted_average,median_value,min_value,max_value,q1_value,q3_value
mex,136,902,veg_c (below ground biomass),1,0,0,36,0,2
sen,142,905,clay content (0-30 cms),31,28,0,42,19,33
sen,142,906,clay content (0-30 cms),31,28,0,42,19,33
sen,142,907,clay content (0-30 cms),25,28,0,42,19,33
mex,136,1003,veg_c (above ground biomass),2,1,0,81,0,3
tur,70,301,clay content (0-30 cms),29,28,10,41,25,33
tur,70,302,clay content (0-30 cms),28,28,10,41,25,33
mex,136,1005,veg_c (above ground biomass),1,1,0,74,0,3
mex,136,1005,veg_c (below ground biomass),1,0,0,26,0,1
tur,70,901,clay content (0-30 cms),22,28,13,38,21,33
mex,136,1006,veg_c (above ground biomass),1,1,0,41,0,1
mex,136,1006,veg_c (below ground biomass),2,1,0,59,0,2
tur,70,902,clay content (0-30 cms),28,28,13,38,21,33
mex,136,1007,veg_c (below ground biomass),1,1,0,65,0,2
tur,72,401,clay content (0-30 cms),25,28,16,36,22,33
mex,136,1101,veg_c (above ground biomass),1,1,0,54,0,3
mex,136,1101,veg_c (below ground biomass),2,1,0,65,0,4
tur,72,402,clay content (0-30 cms),27,28,16,36,22,33
usa,222,1401,clay content (0-30 cms),28,28,0,46,19,33
mex,136,1103,veg_c (above ground biomass),1,1,0,42,0,2
mex,136,1103,veg_c (below ground biomass),1,1,1,77,1,4
usa,222,1402,clay content (0-30 cms),26,28,0,46,19,33
usa,222,1403,clay content (0-30 cms),33,28,0,46,19,33
mex,136,1106,veg_c (above ground biomass),1,1,0,45,0,2
mex,136,1106,veg_c (below ground biomass),1,1,0,74,1,4
usa,222,1405,clay content (0-30 cms),22,28,0,46,19,33
mex,136,1107,veg_c (above ground biomass),1,1,0,56,0,3
mex,136,1107,veg_c (below ground biomass),1,1,0,64,0,4
usa,222,1406,clay content (0-30 cms),30,28,0,46,19,33
usa,222,1407,clay content (0-30 cms),29,28,0,46,19,33
mex,136,1202,veg_c (above ground biomass),1,0,0,39,0,3
mex,136,1202,veg_c (below ground biomass),1,0,0,49,0,3
zaf,194,901,clay content (0-30 cms),29,28,6,43,22,33
zaf,194,902,clay content (0-30 cms),27,28,6,43,22,33
zaf,194,905,clay content (0-30 cms),27,28,6,43,22,33
zaf,194,907,clay content (0-30 cms),27,28,6,43,22,33
alb,55,401,clay content (0-30 cms),25,29,12,39,19,33
mex,217,401,veg_c (above ground biomass),1,0,0,20,0,1
mex,217,401,veg_c (below ground biomass),1,0,0,28,0,2
alb,55,402,clay content (0-30 cms),27,29,12,39,19,33
mex,217,402,veg_c (above ground biomass),1,0,0,22,0,2
mex,217,402,veg_c (below ground biomass),1,0,0,26,0,2
alb,55,403,clay content (0-30 cms),23,29,12,39,19,33
alb,55,404,clay content (0-30 cms),24,29,12,39,19,33
alb,55,405,clay content (0-30 cms),28,29,12,39,19,33
alb,55,406,clay content (0-30 cms),20,29,12,39,19,33
alb,55,407,clay content (0-30 cms),29,29,12,39,19,33
arg,203,901,clay content (0-30 cms),30,29,26,37,29,33
arg,203,902,clay content (0-30 cms),31,29,26,37,29,33
arg,203,903,clay content (0-30 cms),30,29,26,37,29,33
mex,217,1101,veg_c (above ground biomass),1,0,0,31,0,2
mex,217,1101,veg_c (below ground biomass),1,0,0,37,0,2
arg,203,904,clay content (0-30 cms),31,29,26,37,29,33
mex,217,1102,veg_c (above ground biomass),1,0,0,29,0,2
mex,217,1102,veg_c (below ground biomass),1,1,0,39,0,2
arg,203,905,clay content (0-30 cms),29,29,26,37,29,33
mex,217,1103,veg_c (above ground biomass),1,0,0,33,0,2
mex,217,1103,veg_c (below ground biomass),1,0,0,35,0,2
arg,203,906,clay content (0-30 cms),31,29,26,37,29,33
mex,217,1104,veg_c (above ground biomass),1,0,0,33,0,2
mex,217,1104,veg_c (below ground biomass),1,0,0,35,0,2
arg,203,907,clay content (0-30 cms),29,29,26,37,29,33
mex,217,1105,veg_c (above ground biomass),1,0,0,35,0,2
mex,217,1105,veg_c (below ground biomass),1,0,0,33,0,2
aus,208,301,clay content (0-30 cms),29,29,18,59,26,33
mex,217,1106,veg_c (above ground biomass),1,0,0,33,0,2
mex,217,1106,veg_c (below ground biomass),1,0,0,35,0,2
aus,208,302,clay content (0-30 cms),29,29,18,59,26,33
aus,208,303,clay content (0-30 cms),28,29,18,59,26,33
aus,208,304,clay content (0-30 cms),28,29,18,59,26,33
aus,208,305,clay content (0-30 cms),29,29,18,59,26,33
aus,208,306,clay content (0-30 cms),27,29,18,59,26,33
aus,208,307,clay content (0-30 cms),28,29,18,59,26,33
bol,168,1001,clay content (0-30 cms),27,29,12,45,26,33
bol,168,1002,clay content (0-30 cms),31,29,12,45,26,33
bol,168,1003,clay content (0-30 cms),39,29,12,45,26,33
bol,168,1005,clay content (0-30 cms),26,29,12,45,26,33
mex,221,201,veg_c (below ground biomass),1,0,0,19,0,1
bol,168,1007,clay content (0-30 cms),24,29,12,45,26,33
mex,221,202,veg_c (below ground biomass),1,0,0,19,0,1
bra,187,2,clay content (0-30 cms),33,29,26,33,26,33
mex,221,401,veg_c (below ground biomass),1,0,0,29,0,0
bra,187,5,clay content (0-30 cms),27,29,26,33,26,33
mex,221,402,veg_c (below ground biomass),1,0,0,30,0,1
bra,195,1401,clay content (0-30 cms),29,29,23,37,25,33
mex,221,405,veg_c (above ground biomass),1,0,0,18,0,0
mex,221,405,veg_c (below ground biomass),1,0,0,23,0,0
bra,195,1402,clay content (0-30 cms),29,29,23,37,25,33
mex,221,407,veg_c (above ground biomass),1,0,0,18,0,0
mex,221,407,veg_c (below ground biomass),1,0,0,24,0,0
bra,195,1403,clay content (0-30 cms),31,29,23,37,25,33
bra,195,1404,clay content (0-30 cms),28,29,23,37,25,33
bra,195,1406,clay content (0-30 cms),34,29,23,37,25,33
chl,169,501,clay content (0-30 cms),27,29,0,40,24,33
chl,169,502,clay content (0-30 cms),29,29,0,40,24,33
chl,169,503,clay content (0-30 cms),24,29,0,40,24,33
chl,169,504,clay content (0-30 cms),25,29,0,40,24,33
chl,169,505,clay content (0-30 cms),24,29,0,40,24,33
chl,169,506,clay content (0-30 cms),24,29,0,40,24,33
chl,169,507,clay content (0-30 cms),24,29,0,40,24,33
chn,137,1101,clay content (0-30 cms),28,29,19,36,28,33
chn,137,1102,clay content (0-30 cms),30,29,19,36,28,33
civ,149,901,clay content (0-30 cms),31,29,24,40,27,33
civ,149,902,clay content (0-30 cms),31,29,24,40,27,33
cmr,149,901,clay content (0-30 cms),28,29,18,46,25,33
cmr,149,902,clay content (0-30 cms),30,29,18,46,25,33
cmr,149,903,clay content (0-30 cms),32,29,18,46,25,33
cmr,149,904,clay content (0-30 cms),29,29,18,46,25,33
cmr,149,905,clay content (0-30 cms),30,29,18,46,25,33
cmr,149,906,clay content (0-30 cms),31,29,18,46,25,33
cmr,149,907,clay content (0-30 cms),31,29,18,46,25,33
cmr,149,1001,clay content (0-30 cms),37,29,18,52,24,33
mex,231,403,veg_c (above ground biomass),2,1,0,72,0,3
mex,231,403,veg_c (below ground biomass),1,0,0,34,0,1
cmr,149,1002,clay content (0-30 cms),31,29,18,52,24,33
mex,231,404,veg_c (above ground biomass),2,1,0,74,0,3
mex,231,404,veg_c (below ground biomass),1,0,0,32,0,1
cmr,149,1003,clay content (0-30 cms),32,29,18,52,24,33
mex,231,405,veg_c (above ground biomass),2,1,0,73,0,3
mex,231,405,veg_c (below ground biomass),1,0,0,33,0,1
cmr,149,1004,clay content (0-30 cms),28,29,18,52,24,33
mex,231,406,veg_c (above ground biomass),2,1,0,71,0,3
mex,231,406,veg_c (below ground biomass),1,0,0,35,0,1
cmr,149,1005,clay content (0-30 cms),30,29,18,52,24,33
mex,231,407,veg_c (above ground biomass),2,1,0,75,0,3
mex,231,407,veg_c (below ground biomass),1,0,0,31,0,1
cmr,149,1006,clay content (0-30 cms),34,29,18,52,24,33
mex,231,701,veg_c (above ground biomass),2,2,0,33,0,4
mex,231,701,veg_c (below ground biomass),3,2,0,41,0,5
cmr,149,1007,clay content (0-30 cms),31,29,18,52,24,33
mex,231,702,veg_c (above ground biomass),1,2,0,42,0,5
mex,231,702,veg_c (below ground biomass),1,2,0,32,0,4
ecu,180,1101,clay content (0-30 cms),31,29,25,38,25,33
mex,231,703,veg_c (above ground biomass),2,2,0,31,0,4
mex,231,703,veg_c (below ground biomass),3,2,0,43,0,5
ecu,180,1102,clay content (0-30 cms),30,29,25,38,25,33
mex,231,705,veg_c (above ground biomass),2,2,0,31,0,4
mex,231,705,veg_c (below ground biomass),3,2,0,43,0,5
ecu,180,1103,clay content (0-30 cms),30,29,25,38,25,33
mex,231,706,veg_c (above ground biomass),2,2,0,31,0,4
mex,231,706,veg_c (below ground biomass),3,2,0,43,0,5
ecu,180,1105,clay content (0-30 cms),29,29,25,38,25,33
mex,231,707,veg_c (above ground biomass),2,2,0,31,0,4
mex,231,707,veg_c (below ground biomass),3,2,0,43,0,5
egy,87,1001,clay content (0-30 cms),22,29,0,42,24,33
egy,87,1002,clay content (0-30 cms),29,29,0,42,24,33
egy,87,1005,clay content (0-30 cms),25,29,0,42,24,33
mex,231,903,veg_c (above ground biomass),1,1,0,38,1,3
egy,87,1007,clay content (0-30 cms),27,29,0,42,24,33
mex,231,905,veg_c (above ground biomass),1,1,0,38,1,3
esp,61,1,clay content (0-30 cms),31,29,0,33,27,33
mex,231,906,veg_c (above ground biomass),1,1,0,38,1,3
esp,61,2,clay content (0-30 cms),28,29,0,33,27,33
mex,231,907,veg_c (above ground biomass),1,1,0,38,1,3
esp,61,3,clay content (0-30 cms),28,29,0,33,27,33
esp,61,5,clay content (0-30 cms),29,29,0,33,27,33
esp,61,6,clay content (0-30 cms),31,29,0,33,27,33
esp,61,7,clay content (0-30 cms),31,29,0,33,27,33
esp,73,1101,clay content (0-30 cms),28,29,12,39,26,33
esp,73,1102,clay content (0-30 cms),29,29,12,39,26,33
esp,73,1103,clay content (0-30 cms),30,29,12,39,26,33
esp,73,1105,clay content (0-30 cms),29,29,12,39,26,33
esp,73,1106,clay content (0-30 cms),21,29,12,39,26,33
esp,73,1107,clay content (0-30 cms),25,29,12,39,26,33
mex,231,1103,veg_c (above ground biomass),2,0,0,65,0,1
mex,231,1103,veg_c (below ground biomass),1,0,0,48,0,0
eth,170,1401,clay content (0-30 cms),30,29,21,45,25,33
mex,231,1104,veg_c (above ground biomass),3,0,0,85,0,1
mex,231,1104,veg_c (below ground biomass),1,0,0,28,0,0
eth,170,1402,clay content (0-30 cms),30,29,21,45,25,33
eth,170,1405,clay content (0-30 cms),30,29,21,45,25,33
mex,231,1106,veg_c (above ground biomass),2,0,0,55,0,1
mex,231,1106,veg_c (below ground biomass),2,0,0,58,0,1
fra,61,501,clay content (0-30 cms),22,29,10,37,19,33
mex,231,1107,veg_c (above ground biomass),1,0,0,62,0,1
mex,231,1107,veg_c (below ground biomass),1,0,0,51,0,0
fra,61,502,clay content (0-30 cms),28,29,10,37,19,33
fra,61,503,clay content (0-30 cms),15,29,10,37,19,33
fra,61,505,clay content (0-30 cms),25,29,10,37,19,33
mex,231,1203,veg_c (below ground biomass),1,0,0,56,0,0
fra,61,506,clay content (0-30 cms),15,29,10,37,19,33
mex,231,1204,veg_c (above ground biomass),3,0,0,73,0,0
mex,231,1204,veg_c (below ground biomass),1,0,0,34,0,0
fra,61,507,clay content (0-30 cms),20,29,10,37,19,33
grc,55,401,clay content (0-30 cms),28,29,17,38,25,33
mex,231,1206,veg_c (above ground biomass),1,0,0,56,0,0
mex,231,1206,veg_c (below ground biomass),1,0,0,52,0,0
grc,55,402,clay content (0-30 cms),28,29,17,38,25,33
grc,55,403,clay content (0-30 cms),27,29,17,38,25,33
mkd,55,401,veg_c (above ground biomass),2,1,0,81,1,5
mkd,55,401,veg_c (below ground biomass),1,0,0,45,0,3
grc,55,405,clay content (0-30 cms),28,29,17,38,25,33
mkd,55,402,veg_c (above ground biomass),3,1,0,89,1,5
mkd,55,402,veg_c (below ground biomass),1,0,0,37,0,2
grc,55,406,clay content (0-30 cms),28,29,17,38,25,33
mkd,55,403,veg_c (above ground biomass),2,1,0,82,1,5
mkd,55,403,veg_c (below ground biomass),1,0,0,44,0,3
grc,55,407,clay content (0-30 cms),26,29,17,38,25,33
mkd,55,405,veg_c (above ground biomass),6,1,0,94,1,6
mkd,55,405,veg_c (below ground biomass),2,0,0,32,0,2
ind,110,101,clay content (0-30 cms),30,29,11,49,25,33
mkd,55,406,veg_c (above ground biomass),2,1,0,86,1,5
mkd,55,406,veg_c (below ground biomass),1,0,0,40,0,2
ind,110,102,clay content (0-30 cms),29,29,11,49,25,33
mkd,55,407,veg_c (above ground biomass),4,1,0,92,1,6
mkd,55,407,veg_c (below ground biomass),2,0,0,34,0,2
ind,110,103,clay content (0-30 cms),30,29,11,49,25,33
mkd,55,501,veg_c (above ground biomass),3,3,0,115,1,5
mkd,55,501,veg_c (below ground biomass),1,1,0,47,0,2
ind,110,104,clay content (0-30 cms),29,29,11,49,25,33
mkd,55,502,veg_c (above ground biomass),3,3,0,116,1,5
mkd,55,502,veg_c (below ground biomass),1,1,0,46,0,2
ind,110,105,clay content (0-30 cms),29,29,11,49,25,33
mkd,55,503,veg_c (above ground biomass),2,3,0,110,1,5
mkd,55,503,veg_c (below ground biomass),1,1,0,52,0,2
ind,110,106,clay content (0-30 cms),30,29,11,49,25,33
mkd,55,504,veg_c (above ground biomass),5,3,0,120,1,5
mkd,55,504,veg_c (below ground biomass),2,1,0,42,0,2
ind,110,107,clay content (0-30 cms),22,29,11,49,25,33
mkd,55,505,veg_c (above ground biomass),3,3,0,114,1,5
mkd,55,505,veg_c (below ground biomass),1,1,0,48,0,2
irn,72,1201,clay content (0-30 cms),29,29,0,43,25,33
mkd,55,506,veg_c (above ground biomass),4,3,0,116,1,5
mkd,55,506,veg_c (below ground biomass),1,1,0,46,0,2
irn,72,1202,clay content (0-30 cms),32,29,0,43,25,33
mkd,55,507,veg_c (above ground biomass),3,3,0,114,1,5
mkd,55,507,veg_c (below ground biomass),1,1,0,48,0,2
irn,72,1203,clay content (0-30 cms),22,29,0,43,25,33
mkd,55,701,veg_c (above ground biomass),1,1,0,45,0,3
mkd,55,701,veg_c (below ground biomass),1,0,0,24,0,2
irn,72,1205,clay content (0-30 cms),34,29,0,43,25,33
mkd,55,702,veg_c (above ground biomass),2,1,0,45,0,3
mkd,55,702,veg_c (below ground biomass),1,0,0,23,0,2
irn,72,1206,clay content (0-30 cms),22,29,0,43,25,33
mkd,55,705,veg_c (above ground biomass),1,1,0,41,0,3
mkd,55,705,veg_c (below ground biomass),1,0,0,28,0,2
irn,72,1207,clay content (0-30 cms),31,29,0,43,25,33
mkd,55,707,veg_c (below ground biomass),1,1,0,54,0,4
irn,82,1001,clay content (0-30 cms),25,29,15,42,24,33
mkd,55,1001,veg_c (above ground biomass),3,1,0,104,1,5
mkd,55,1001,veg_c (below ground biomass),1,0,0,47,0,2
irn,82,1002,clay content (0-30 cms),25,29,15,42,24,33
mkd,55,1002,veg_c (above ground biomass),3,1,0,105,1,5
mkd,55,1002,veg_c (below ground biomass),1,0,0,46,0,2
irn,82,1003,clay content (0-30 cms),25,29,15,42,24,33
mkd,55,1003,veg_c (above ground biomass),2,1,0,95,1,4
mkd,55,1003,veg_c (below ground biomass),1,0,0,56,0,2
irn,82,1005,clay content (0-30 cms),26,29,15,42,24,33
mkd,55,1004,veg_c (above ground biomass),2,1,0,97,1,4
mkd,55,1004,veg_c (below ground biomass),1,0,0,55,0,2
irn,82,1006,clay content (0-30 cms),25,29,15,42,24,33
mkd,55,1005,veg_c (above ground biomass),1,1,0,92,0,4
mkd,55,1005,veg_c (below ground biomass),1,0,0,59,0,3
irn,82,1007,clay content (0-30 cms),26,29,15,42,24,33
mkd,55,1006,veg_c (above ground biomass),2,1,0,100,1,4
mkd,55,1006,veg_c (below ground biomass),1,0,0,51,0,2
irq,84,901,clay content (0-30 cms),27,29,24,43,26,33
mkd,55,1007,veg_c (above ground biomass),1,1,0,95,1,4
mkd,55,1007,veg_c (below ground biomass),1,0,0,56,0,2
irq,84,902,clay content (0-30 cms),29,29,24,43,26,33
mli,142,102,veg_c (above ground biomass),2,2,0,24,1,2
mli,142,102,veg_c (below ground biomass),1,1,0,10,1,1
irq,84,903,clay content (0-30 cms),30,29,24,43,26,33
mli,142,901,veg_c (above ground biomass),1,2,0,21,2,2
irq,84,905,clay content (0-30 cms),30,29,24,43,26,33
mli,142,902,veg_c (above ground biomass),2,2,0,20,2,2
irq,84,906,clay content (0-30 cms),30,29,24,43,26,33
kaz,45,1001,clay content (0-30 cms),30,29,0,47,26,33
kaz,45,1002,clay content (0-30 cms),29,29,0,47,26,33
kaz,45,1003,clay content (0-30 cms),26,29,0,47,26,33
kaz,45,1005,clay content (0-30 cms),27,29,0,47,26,33
kaz,45,1006,clay content (0-30 cms),26,29,0,47,26,33
kaz,45,1007,clay content (0-30 cms),27,29,0,47,26,33
kaz,76,901,clay content (0-30 cms),32,29,26,46,29,33
kaz,76,902,clay content (0-30 cms),32,29,26,46,29,33
lso,194,901,clay content (0-30 cms),30,29,23,40,27,33
lso,194,902,clay content (0-30 cms),30,29,23,40,27,33
lso,194,905,clay content (0-30 cms),27,29,23,40,27,33
mar,80,1001,clay content (0-30 cms),21,29,0,37,24,33
mar,80,1002,clay content (0-30 cms),30,29,0,37,24,33
mar,80,1003,clay content (0-30 cms),23,29,0,37,24,33
mar,80,1005,clay content (0-30 cms),27,29,0,37,24,33
mar,80,1006,clay content (0-30 cms),21,29,0,37,24,33
mar,80,1007,clay content (0-30 cms),23,29,0,37,24,33
mli,149,1001,veg_c (above ground biomass),1,0,0,35,0,0
mda,49,401,clay content (0-30 cms),29,29,16,39,24,33
mda,49,402,clay content (0-30 cms),29,29,16,39,24,33
mda,49,405,clay content (0-30 cms),27,29,16,39,24,33
mmr,139,1,clay content (0-30 cms),27,29,0,42,25,33
mmr,139,2,clay content (0-30 cms),26,29,0,42,25,33
mmr,139,3,clay content (0-30 cms),29,29,0,42,25,33
mmr,139,5,clay content (0-30 cms),30,29,0,42,25,33
mmr,139,6,clay content (0-30 cms),29,29,0,42,25,33
mmr,139,7,clay content (0-30 cms),29,29,0,42,25,33
npl,110,701,clay content (0-30 cms),26,29,12,37,25,33
npl,110,702,clay content (0-30 cms),29,29,12,37,25,33
npl,110,703,clay content (0-30 cms),33,29,12,37,25,33
mli,152,101,veg_c (above ground biomass),2,2,1,26,2,3
mli,152,101,veg_c (below ground biomass),1,1,0,7,0,1
npl,110,704,clay content (0-30 cms),31,29,12,37,25,33
mli,152,102,veg_c (above ground biomass),2,2,1,26,2,3
mli,152,102,veg_c (below ground biomass),1,1,0,7,0,1
npl,110,705,clay content (0-30 cms),30,29,12,37,25,33
npl,110,706,clay content (0-30 cms),35,29,12,37,25,33
npl,110,707,clay content (0-30 cms),22,29,12,37,25,33
rus,45,501,clay content (0-30 cms),25,29,11,43,24,33
rus,45,502,clay content (0-30 cms),29,29,11,43,24,33
rus,45,503,clay content (0-30 cms),24,29,11,43,24,33
rus,45,505,clay content (0-30 cms),25,29,11,43,24,33
rus,45,506,clay content (0-30 cms),20,29,11,43,24,33
rus,45,507,clay content (0-30 cms),21,29,11,43,24,33
syr,75,1401,clay content (0-30 cms),30,29,24,35,25,33
mli,152,1202,veg_c (above ground biomass),1,1,0,14,0,0
mli,152,1202,veg_c (below ground biomass),1,1,0,11,0,0
syr,75,1402,clay content (0-30 cms),31,29,24,35,25,33
mli,160,901,veg_c (above ground biomass),1,1,1,26,0,1
mli,160,901,veg_c (below ground biomass),1,0,0,14,0,0
tha,139,1101,clay content (0-30 cms),29,29,21,40,26,33
mli,160,902,veg_c (above ground biomass),1,0,1,23,0,0
tha,139,1102,clay content (0-30 cms),30,29,21,40,26,33
tha,139,1103,clay content (0-30 cms),32,29,21,40,26,33
tha,139,1104,clay content (0-30 cms),31,29,21,40,26,33
tha,139,1105,clay content (0-30 cms),31,29,21,40,26,33
tha,139,1106,clay content (0-30 cms),26,29,21,40,26,33
tha,139,1107,clay content (0-30 cms),26,29,21,40,26,33
tur,70,1101,clay content (0-30 cms),29,29,14,44,26,33
tur,70,1102,clay content (0-30 cms),29,29,14,44,26,33
tur,75,1001,clay content (0-30 cms),27,29,0,46,24,33
tur,75,1002,clay content (0-30 cms),29,29,0,46,24,33
mmr,110,101,veg_c (above ground biomass),5,7,1,116,6,9
mmr,110,101,veg_c (below ground biomass),2,2,0,35,2,3
tur,75,1007,clay content (0-30 cms),3,29,0,46,24,33
mmr,110,102,veg_c (above ground biomass),7,7,1,118,6,9
mmr,110,102,veg_c (below ground biomass),2,2,0,33,2,2
tur,75,1101,clay content (0-30 cms),29,29,0,47,26,33
mmr,110,103,veg_c (above ground biomass),7,7,1,118,6,9
mmr,110,103,veg_c (below ground biomass),2,2,0,33,2,2
tur,75,1102,clay content (0-30 cms),29,29,0,47,26,33
mmr,110,104,veg_c (above ground biomass),7,7,1,118,6,9
mmr,110,104,veg_c (below ground biomass),2,2,0,33,2,2
twn,103,1,clay content (0-30 cms),30,29,0,36,22,33
mmr,110,105,veg_c (above ground biomass),7,7,1,120,6,9
mmr,110,105,veg_c (below ground biomass),2,2,0,31,2,2
twn,103,2,clay content (0-30 cms),30,29,0,36,22,33
mmr,110,107,veg_c (above ground biomass),4,7,1,115,6,9
mmr,110,107,veg_c (below ground biomass),1,2,0,36,2,3
twn,103,3,clay content (0-30 cms),32,29,0,36,22,33
mmr,110,201,veg_c (above ground biomass),5,7,1,106,3,9
mmr,110,201,veg_c (below ground biomass),2,2,0,31,1,3
twn,103,4,clay content (0-30 cms),31,29,0,36,22,33
mmr,110,202,veg_c (above ground biomass),7,7,1,107,3,9
mmr,110,202,veg_c (below ground biomass),2,2,0,30,1,3
twn,103,5,clay content (0-30 cms),31,29,0,36,22,33
mmr,110,205,veg_c (above ground biomass),7,7,1,109,3,10
mmr,110,205,veg_c (below ground biomass),2,2,0,28,1,2
twn,103,6,clay content (0-30 cms),31,29,0,36,22,33
mmr,110,207,veg_c (above ground biomass),6,7,1,107,3,9
mmr,110,207,veg_c (below ground biomass),2,2,0,30,1,3
twn,103,1001,clay content (0-30 cms),27,29,0,37,25,33
mmr,110,1001,veg_c (above ground biomass),3,3,1,42,2,5
mmr,110,1001,veg_c (below ground biomass),1,1,0,16,1,2
twn,103,1002,clay content (0-30 cms),29,29,0,37,25,33
mmr,110,1002,veg_c (above ground biomass),3,3,1,42,2,5
mmr,110,1002,veg_c (below ground biomass),1,1,0,16,1,2
twn,103,1003,clay content (0-30 cms),27,29,0,37,25,33
twn,103,1004,clay content (0-30 cms),22,29,0,37,25,33
twn,103,1005,clay content (0-30 cms),25,29,0,37,25,33
twn,103,1006,clay content (0-30 cms),26,29,0,37,25,33
twn,103,1007,clay content (0-30 cms),25,29,0,37,25,33
zaf,198,1,clay content (0-30 cms),28,29,0,43,25,33
zaf,198,2,clay content (0-30 cms),28,29,0,43,25,33
mmr,110,1301,veg_c (above ground biomass),2,1,0,36,0,3
mmr,110,1301,veg_c (below ground biomass),1,0,0,16,0,1
arg,203,201,clay content (0-30 cms),31,30,0,38,27,33
mmr,110,1302,veg_c (above ground biomass),2,1,0,37,0,3
mmr,110,1302,veg_c (below ground biomass),1,0,0,15,0,1
arg,203,202,clay content (0-30 cms),30,30,0,38,27,33
mmr,110,1303,veg_c (above ground biomass),1,1,0,32,0,2
mmr,110,1303,veg_c (below ground biomass),1,1,0,20,0,1
arg,203,203,clay content (0-30 cms),32,30,0,38,27,33
mmr,110,1305,veg_c (above ground biomass),2,1,0,36,0,3
mmr,110,1305,veg_c (below ground biomass),1,0,0,16,0,1
arg,203,204,clay content (0-30 cms),30,30,0,38,27,33
mmr,110,1306,veg_c (above ground biomass),1,1,0,31,0,2
mmr,110,1306,veg_c (below ground biomass),1,1,0,20,0,2
arg,203,205,clay content (0-30 cms),29,30,0,38,27,33
mmr,110,1307,veg_c (above ground biomass),2,1,0,36,0,3
mmr,110,1307,veg_c (below ground biomass),1,0,0,15,0,1
arg,203,206,clay content (0-30 cms),32,30,0,38,27,33
arg,203,207,clay content (0-30 cms),5,30,0,38,27,33
arg,205,101,clay content (0-30 cms),32,30,29,34,29,33
arg,205,102,clay content (0-30 cms),31,30,29,34,29,33
arg,210,1001,clay content (0-30 cms),29,30,17,46,28,33
arg,210,1002,clay content (0-30 cms),31,30,17,46,28,33
arg,210,1003,clay content (0-30 cms),30,30,17,46,28,33
arg,210,1004,clay content (0-30 cms),29,30,17,46,28,33
arg,210,1005,clay content (0-30 cms),29,30,17,46,28,33
arg,210,1006,clay content (0-30 cms),38,30,17,46,28,33
mmr,116,101,veg_c (above ground biomass),6,6,0,108,4,7
mmr,116,101,veg_c (below ground biomass),2,2,0,30,1,2
arg,210,1007,clay content (0-30 cms),29,30,17,46,28,33
aus,202,301,clay content (0-30 cms),32,30,25,38,27,33
mmr,116,103,veg_c (above ground biomass),6,5,0,107,4,7
mmr,116,103,veg_c (below ground biomass),2,2,0,32,1,2
aus,202,302,clay content (0-30 cms),28,30,25,38,27,33
mmr,116,104,veg_c (above ground biomass),6,6,0,107,4,7
mmr,116,104,veg_c (below ground biomass),2,2,0,31,1,2
aus,202,303,clay content (0-30 cms),28,30,25,38,27,33
mmr,116,105,veg_c (above ground biomass),5,6,0,109,4,7
mmr,116,105,veg_c (below ground biomass),1,1,0,29,1,2
aus,202,304,clay content (0-30 cms),28,30,25,38,27,33
mmr,116,106,veg_c (above ground biomass),6,5,0,106,4,7
mmr,116,106,veg_c (below ground biomass),2,2,0,32,1,2
aus,202,305,clay content (0-30 cms),28,30,25,38,27,33
mmr,116,107,veg_c (above ground biomass),6,6,0,108,4,7
mmr,116,107,veg_c (below ground biomass),2,2,0,30,1,2
aus,202,306,clay content (0-30 cms),29,30,25,38,27,33
mmr,116,201,veg_c (above ground biomass),5,5,0,95,3,6
mmr,116,201,veg_c (below ground biomass),1,2,0,29,1,2
aus,202,307,clay content (0-30 cms),29,30,25,38,27,33
mmr,116,202,veg_c (above ground biomass),5,5,0,97,3,6
mmr,116,202,veg_c (below ground biomass),1,2,0,27,1,2
bra,172,201,clay content (0-30 cms),29,30,19,44,27,33
mmr,116,203,veg_c (above ground biomass),6,5,0,94,3,6
mmr,116,203,veg_c (below ground biomass),2,2,0,30,1,2
bra,172,202,clay content (0-30 cms),31,30,19,44,27,33
mmr,116,204,veg_c (above ground biomass),5,5,0,93,3,6
mmr,116,204,veg_c (below ground biomass),2,2,0,31,1,2
bra,172,203,clay content (0-30 cms),24,30,19,44,27,33
mmr,116,205,veg_c (above ground biomass),5,5,0,96,3,6
mmr,116,205,veg_c (below ground biomass),1,2,0,28,1,2
bra,172,205,clay content (0-30 cms),29,30,19,44,27,33
mmr,116,206,veg_c (above ground biomass),6,5,0,94,3,6
mmr,116,206,veg_c (below ground biomass),2,2,0,29,1,2
bra,172,206,clay content (0-30 cms),24,30,19,44,27,33
mmr,116,207,veg_c (above ground biomass),5,5,0,94,3,6
mmr,116,207,veg_c (below ground biomass),2,2,0,30,1,2
bra,172,207,clay content (0-30 cms),32,30,19,44,27,33
chn,124,201,clay content (0-30 cms),31,30,23,43,28,33
chn,124,202,clay content (0-30 cms),31,30,23,43,28,33
chn,124,1001,clay content (0-30 cms),31,30,0,47,26,33
mmr,116,902,veg_c (above ground biomass),2,0,0,72,0,1
mmr,116,902,veg_c (below ground biomass),1,0,0,24,0,0
chn,124,1002,clay content (0-30 cms),31,30,0,47,26,33
mmr,116,1001,veg_c (above ground biomass),1,1,1,234,2,17
chn,137,101,clay content (0-30 cms),27,30,12,39,28,33
chn,137,102,clay content (0-30 cms),30,30,12,39,28,33
